"","SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
"642",95.870003,95.900002,94.419998,95.57,217718300,78.199883
"643",94.959999,96.129997,94.889999,95.550003,196068100,78.18351
"644",95.610001,98.080002,95.529999,97.660004,258795500,79.910011
"645",97.199997,98.139999,96.690002,98.059998,154003100,80.23732
"646",97.879997,98.400002,97.339996,98.349998,159259400,80.474617
"647",97.660004,98.370003,97.059998,97.889999,186685200,80.098206
"648",97.440002,98.089996,96.980003,97.650002,194399300,79.90184
"649",98.830002,99.830002,98.599998,98.669998,225575400,80.736435
"650",98.650002,99.470001,98.379997,98.809998,207358000,80.850998
"651",99.849998,100.529999,99.309998,100.440002,175776900,82.184746
